tipo de identificación,número de identificación,número de cuenta,nombres,tipo transacción,monto transacción,tipo de producto,ciudad,fecha-hora,fecha de nacimiento,dirección del cliente,teléfono del cliente,correo del cliente,reporte centrales de riesgo,monto reporte de central de riesgo,tiempo en mora del reporte de riesgo
CE,101040880,8115205653,Cliente859 Torres,Retiro,1720442,Préstamo personal,Barranquilla,2024-02-28 21:00:44,1970-02-03,Carrera 66 #30-28,3303789648,cliente859.74@outlook.com,Sí,919397,120 días
TI,628689633,6255885240,Cliente860 Pérez,Pago,3544306,Préstamo personal,Barranquilla,1709142649,1956-08-25,Calle 85 #87-37,3800465817,correo@.,No,,
CE,882022138,3901779569,Cliente861 Gómez,Compra,3809765,Préstamo personal,Bogotá,1709090814,1951-02-19,Carrera 108 #40-32,3556304420,cliente861.800@mail.com,No,,
CE,159586587,5946029635,Cliente862 Ramírez,Pago,3943449,Inversión,Bogotá,1709114240,1953-11-09,Calle 84 #73-2,3196811546,cliente862.925@outlook.com,No,,
PAS,540448323,5240506866,Cliente863 Torres,Depósito,859139,Cuenta de ahorros,Bucaramanga,2024-02-28 20:57:14,1993-03-23,Carrera 118 #13-17,3961066073,@dominio.com,Sí,502782,60 días
PAS,820934377,9729729901,Cliente864 Méndez,Depósito,3619643,Cuenta corriente,Bogotá,1709084649,1975-06-12,Avenida 58 #46-20,3659252921,cliente864.554@yahoo.com,No,,
CE,815762409,4588471798,Cliente865 Ramírez,Depósito,3740861,Cuenta de ahorros,Cartagena,2024-02-28 04:02:04,2003-01-13,Avenida 76 #56-34,3393361524,correo@,Sí,382462,90 días
CE,676637373,5305498374,Cliente866 Gómez,Depósito,3813212,Cuenta corriente,Bucaramanga,1709138476,1991-07-01,Carrera 144 #24-42,3812912627,cliente866.946@mail.com,Sí,163365,60 días
PAS,428714983,1776075682,Cliente867 Torres,Pago,4429948,Cuenta de ahorros,Barranquilla,1709147867,1963-07-26,Calle 117 #95-9,3850621812,cliente867.234@yahoo.com,No,,
PAS,619968009,5627126455,Cliente868 Gómez,Retiro,1927584,Tarjeta de crédito,Bogotá,2024-02-28 07:48:49,1982-02-21,Avenida 74 #55-32,3129751381,cliente868.31@yahoo.com,No,,
CE,328630524,3020680639,Cliente869 Pérez,Compra,209325,Cuenta corriente,Bucaramanga,2024-02-28 23:25:08,1964-10-25,Carrera 23 #65-10,3136431884,cliente869.555@outlook.com,No,,
CC,102134470,1255296233,Cliente870 Gómez,Retiro,938591,Tarjeta de crédito,Bucaramanga,2024-02-28 00:41:37,1977-11-18,Carrera 28 #51-6,3687206978,cliente870.387@mail.com,Sí,877895,90 días
CC,561363116,8490207527,Cliente871 Ramírez,Retiro,3409439,Cuenta corriente,Cali,2024-02-28 10:03:55,1955-01-15,Diagonal 117 #58-36,3598604740,cliente871.240@outlook.com,Sí,151014,30 días
CE,431467056,6908517615,Cliente872 Pérez,Transferencia,3364075,Tarjeta de crédito,Cartagena,1709129482,1999-07-14,Avenida 1 #44-23,3717992794,cliente872.360@gmail.com,Sí,151034,120 días
CC,978243538,6689654413,Cliente873 Torres,Pago,425867,Cuenta corriente,Cartagena,2024-02-28 01:18:08,2002-10-09,Carrera 83 #22-41,3432887411,cliente873.896@gmail.com,Sí,880471,30 días
PAS,462153807,6216740455,Cliente874 Méndez,Retiro,4078305,Tarjeta de crédito,Medellín,2024-02-28 12:13:56,1957-10-12,Avenida 14 #76-42,3683060251,correo@,No,,
PAS,610669736,5783847330,Cliente875 Méndez,Transferencia,2234864,Tarjeta de crédito,Cali,2024-02-28 15:42:19,1958-11-22,Avenida 85 #8-12,3240673413,sincorreo,Sí,143433,60 días
CC,392968167,4938732292,Cliente876 Pérez,Depósito,1254664,Tarjeta de crédito,Cali,1709131150,1965-06-27,Diagonal 84 #34-41,3997055813,@dominio.com,Sí,528663,90 días
CC,797690357,7090101940,Cliente877 Méndez,Transferencia,4297486,Cuenta de ahorros,Cali,1709080464,1960-01-18,Avenida 17 #44-19,3647353391,@dominio.com,Sí,939617,120 días
CE,539854722,4478448482,Cliente878 Gómez,Compra,2906888,Cuenta corriente,Cali,2024-02-28 03:14:40,1977-01-05,Diagonal 5 #53-50,3817711423,sincorreo,No,,
CE,823410637,8389821605,Cliente879 Pérez,Transferencia,800658,Tarjeta de crédito,Cartagena,2024-02-28 20:36:21,1983-09-01,Avenida 102 #64-11,3579833533,usuario@dominio,Sí,687175,30 días
PAS,701428063,4158922597,Cliente880 Méndez,Depósito,1883205,Cuenta corriente,Bogotá,2024-02-28 05:58:10,2000-04-18,Diagonal 92 #90-1,3981165529,correo@,No,,
PAS,555707854,2988246789,Cliente881 Torres,Retiro,183252,Cuenta corriente,Bogotá,1709157027,1997-10-20,Diagonal 36 #7-4,3145365792,@dominio.com,Sí,740656,30 días
CC,307107697,2364123653,Cliente882 Pérez,Retiro,2594692,Tarjeta de crédito,Bogotá,2024-02-28 12:05:16,1964-12-22,Avenida 4 #95-46,3877902871,cliente882.541@outlook.com,No,,
CC,136931168,1263766226,Cliente883 Ramírez,Retiro,4927795,Cuenta corriente,Bucaramanga,1709090233,1985-03-21,Avenida 148 #96-23,3311490150,correo@.,No,,
PAS,640604648,7050461936,Cliente884 Ramírez,Pago,1106410,Cuenta de ahorros,Pereira,1709144351,1956-07-01,Avenida 6 #17-5,3284643427,sincorreo,Sí,591496,60 días
TI,490231183,4948655876,Cliente885 Gómez,Transferencia,4459903,Inversión,Bogotá,1709161768,1975-03-13,Diagonal 111 #21-33,3666108559,cliente885.8@mail.com,Sí,623421,120 días
TI,480932201,4799416773,Cliente886 Ramírez,Retiro,2728151,Tarjeta de crédito,Cali,1709116150,1987-06-21,Carrera 55 #90-42,3528601016,cliente886.234@outlook.com,No,,
TI,472973553,9911534283,Cliente887 Pérez,Transferencia,3274396,Préstamo personal,Pereira,2024-02-28 20:59:52,1974-12-07,Diagonal 71 #10-9,3805571779,cliente887.462@outlook.com,Sí,974208,30 días
TI,601106036,4544509837,Cliente888 Ramírez,Pago,2685035,Cuenta de ahorros,Bogotá,1709150925,1956-05-03,Diagonal 8 #7-15,3801274917,@dominio.com,No,,
TI,365515661,3601885553,Cliente889 Gómez,Compra,1459245,Cuenta corriente,Cartagena,1709151243,1989-08-06,Avenida 123 #42-14,3846464271,cliente889.10@gmail.com,Sí,296174,30 días
TI,195397058,5219605464,Cliente890 Torres,Depósito,4317065,Préstamo personal,Pereira,1709101760,2003-05-06,Avenida 130 #68-7,3454620182,cliente890.371@gmail.com,No,,
CC,329291763,6993982918,Cliente891 Gómez,Transferencia,2163455,Cuenta corriente,Bucaramanga,1709117798,2005-05-08,Calle 28 #8-41,3452385641,usuario@dominio,No,,
CC,224735890,9116856163,Cliente892 Gómez,Pago,4502276,Cuenta corriente,Bucaramanga,1709143745,1972-02-21,Diagonal 102 #24-17,3983119517,correo@,Sí,348145,60 días
TI,831955566,5084030340,Cliente893 Ramírez,Retiro,3394985,Cuenta corriente,Barranquilla,1709110756,1998-08-26,Avenida 143 #58-30,3961345799,cliente893.375@mail.com,No,,
CE,444421097,4796781768,Cliente894 Torres,Compra,3091741,Cuenta corriente,Pereira,1709106317,1964-09-23,Diagonal 72 #20-42,3135505142,cliente894.522@mail.com,No,,
PAS,289971749,4164568984,Cliente895 Torres,Retiro,1359629,Préstamo personal,Bogotá,2024-02-28 06:17:55,1995-01-25,Diagonal 74 #80-27,3206896448,cliente895.60@outlook.com,No,,
CC,504591822,9809596057,Cliente896 Ramírez,Depósito,4703390,Cuenta corriente,Barranquilla,1709135073,1800-01-01,Calle 54 #21-14,3672060206,correo@.,Sí,248926,90 días
TI,959822055,3968796804,Cliente897 Ramírez,Depósito,1459018,Tarjeta de crédito,Barranquilla,2024-02-28 06:58:54,1800-01-01,Carrera 82 #87-43,3801705517,@dominio.com,Sí,85351,90 días
CC,522906900,1532688271,Cliente898 Ramírez,Retiro,4060723,Préstamo personal,Bogotá,2024-02-28 13:21:09,1968-04-12,Diagonal 21 #51-18,3108013689,cliente898.875@gmail.com,Sí,529203,60 días
TI,587159075,8243425313,Cliente899 Méndez,Pago,2196311,Tarjeta de crédito,Cartagena,2024-02-28 13:23:31,1962-12-08,Calle 15 #98-4,3163803868,cliente899.407@outlook.com,No,,
CC,103106187,1214974969,Cliente900 Pérez,Transferencia,3942617,Préstamo personal,Cartagena,2024-02-28 23:28:32,1800-01-01,Avenida 13 #50-35,3311029795,cliente900.752@gmail.com,No,,
CE,180315869,8049213650,Cliente901 Méndez,Retiro,4051546,Inversión,Bucaramanga,1709145660,1999-09-08,Diagonal 19 #30-48,3240546519,correo@.,No,,
TI,262700819,7398317546,Cliente902 Pérez,Transferencia,4002069,Cuenta de ahorros,Bucaramanga,2024-02-28 19:36:22,1975-05-09,Carrera 137 #18-12,3221999893,cliente902.525@mail.com,No,,
PAS,893995661,9959670141,Cliente903 Méndez,Retiro,4699868,Cuenta de ahorros,Bucaramanga,1709131166,1977-02-26,Diagonal 150 #28-31,3636502854,correo@.,No,,
CC,791732886,7282604925,Cliente904 Pérez,Retiro,4183153,Cuenta de ahorros,Cartagena,1709133991,1984-07-24,Diagonal 88 #33-41,3844114585,cliente904.893@mail.com,No,,
TI,930308014,9021295917,Cliente905 Méndez,Retiro,3290177,Cuenta de ahorros,Bogotá,1709163605,2001-05-22,Carrera 63 #49-4,3266503040,cliente905.884@yahoo.com,No,,
TI,251525103,6450054191,Cliente906 Torres,Depósito,2211195,Inversión,Bucaramanga,2024-02-28 10:42:59,1967-07-12,Calle 67 #37-48,3328434366,correo@,No,,
TI,384282084,6273985755,Cliente907 Pérez,Compra,2764365,Préstamo personal,Barranquilla,2024-02-28 10:19:09,1800-01-01,Calle 69 #15-45,3400071648,@dominio.com,No,,
TI,691646608,3925021263,Cliente908 Pérez,Retiro,1018115,Cuenta corriente,Bogotá,2024-02-28 23:16:02,1957-02-08,Carrera 17 #96-35,3797018627,cliente908.753@yahoo.com,Sí,737269,60 días
PAS,642214417,7691530217,Cliente909 Pérez,Depósito,3427300,Préstamo personal,Bucaramanga,2024-02-28 02:12:06,1969-03-12,Carrera 19 #44-50,3454116676,correo@,No,,
CC,749032344,5396358671,Cliente910 Torres,Depósito,2049147,Préstamo personal,Barranquilla,1709079330,1994-06-28,Calle 62 #12-3,3504805090,cliente910.953@yahoo.com,No,,
PAS,155302923,6302462520,Cliente911 Gómez,Retiro,4996069,Préstamo personal,Cali,1709142068,1976-05-01,Carrera 32 #3-1,3687286797,cliente911.769@gmail.com,Sí,312294,120 días
CC,565602912,9655272639,Cliente912 Pérez,Retiro,3260338,Préstamo personal,Medellín,2024-02-28 13:28:08,1961-10-11,Diagonal 115 #73-49,3444114840,cliente912.960@outlook.com,No,,
CE,880782321,9587670587,Cliente913 Pérez,Depósito,2205115,Cuenta corriente,Cali,2024-02-28 05:32:44,1987-12-12,Carrera 73 #30-39,3679894246,cliente913.447@outlook.com,No,,
TI,246108113,3274196837,Cliente914 Torres,Compra,1713745,Cuenta de ahorros,Cartagena,1709098878,2005-02-21,Avenida 45 #78-44,3784293089,cliente914.100@outlook.com,No,,
CC,330432878,6595613023,Cliente915 Méndez,Pago,4442996,Cuenta corriente,Medellín,1709103526,1973-04-09,Calle 80 #2-24,3929386066,cliente915.541@yahoo.com,No,,
CE,888062011,9167235946,Cliente916 Gómez,Depósito,3103894,Préstamo personal,Bucaramanga,1709090590,2000-08-14,Avenida 35 #96-47,3510126749,correo@,Sí,644953,30 días
PAS,851151088,5026796343,Cliente917 Méndez,Transferencia,3277627,Tarjeta de crédito,Pereira,2024-02-28 19:55:45,2001-07-13,Calle 102 #13-42,3588372420,cliente917.493@yahoo.com,No,,
CE,483146998,9663146572,Cliente918 Méndez,Retiro,1889882,Préstamo personal,Bucaramanga,2024-02-28 03:18:07,2001-10-07,Carrera 95 #4-44,3840806263,cliente918.764@gmail.com,No,,
CC,618760733,9845543777,Cliente919 Pérez,Depósito,1949516,Tarjeta de crédito,Medellín,1709112593,1979-11-05,Carrera 88 #87-27,3217172723,usuario@dominio,No,,
PAS,381549391,7883773378,Cliente920 Ramírez,Transferencia,1559154,Inversión,Cali,2024-02-28 10:54:49,2002-04-10,Avenida 45 #76-16,3667765147,cliente920.730@mail.com,Sí,387603,30 días
PAS,883978660,2609572774,Cliente921 Torres,Compra,3731280,Cuenta corriente,Cartagena,1709131849,1957-12-19,Diagonal 36 #51-4,3250382299,usuario@dominio,Sí,341865,30 días
PAS,504767616,2465604439,Cliente922 Ramírez,Compra,1151748,Cuenta corriente,Cali,1709078862,1800-01-01,Avenida 43 #46-49,3818840598,cliente922.552@gmail.com,No,,
TI,547104885,1793832801,Cliente923 Méndez,Pago,2192563,Préstamo personal,Bucaramanga,1709100940,1976-01-27,Carrera 118 #74-36,3272944276,correo@.,No,,
CE,811946028,7457406313,Cliente924 Torres,Compra,2668771,Inversión,Bucaramanga,2024-02-28 18:44:51,1959-09-08,Calle 97 #58-35,3778378796,@dominio.com,No,,
PAS,986814052,2296060179,Cliente925 Ramírez,Depósito,3504094,Tarjeta de crédito,Bogotá,1709081139,1965-12-04,Calle 110 #81-3,3577015403,sincorreo,Sí,803232,120 días
CE,756864527,9073852994,Cliente926 Pérez,Transferencia,3887249,Inversión,Cartagena,2024-02-28 10:18:05,1997-02-17,Avenida 36 #82-47,3308818649,cliente926.827@outlook.com,Sí,634279,90 días
CE,475517313,1080274594,Cliente927 Ramírez,Retiro,2123913,Tarjeta de crédito,Cali,2024-02-28 21:40:44,1991-12-19,Avenida 38 #69-2,3115283466,usuario@dominio,No,,
CE,234522695,5365235049,Cliente928 Torres,Retiro,2631280,Cuenta de ahorros,Bucaramanga,1709097384,1967-05-21,Calle 17 #22-17,3164046541,correo@.,Sí,312465,30 días
CE,210723511,3779636569,Cliente929 Ramírez,Pago,3671735,Préstamo personal,Barranquilla,1709155163,1964-07-17,Avenida 37 #96-50,3609242054,@dominio.com,Sí,65026,60 días
CE,837588491,3869542489,Cliente930 Méndez,Pago,2552101,Inversión,Pereira,2024-02-28 07:50:12,1960-12-07,Diagonal 130 #31-38,3688793885,cliente930.936@mail.com,Sí,307204,120 días
CE,313661682,6177747378,Cliente931 Pérez,Compra,1237875,Cuenta de ahorros,Cartagena,2024-02-28 16:46:01,1800-01-01,Avenida 83 #62-36,3959428144,cliente931.341@mail.com,No,,
TI,231705325,4464625412,Cliente932 Torres,Depósito,1803286,Tarjeta de crédito,Barranquilla,1709088450,1967-05-02,Diagonal 126 #91-18,3122503869,sincorreo,No,,
TI,651900875,4152604711,Cliente933 Gómez,Transferencia,1201279,Cuenta de ahorros,Bucaramanga,1709156637,1993-01-05,Diagonal 70 #31-41,3597653104,cliente933.316@mail.com,No,,
CC,290315205,1848729960,Cliente934 Torres,Compra,4444168,Cuenta corriente,Medellín,1709084391,1986-08-12,Calle 25 #60-9,3102816259,cliente934.447@yahoo.com,No,,
CE,250225460,9488174233,Cliente935 Torres,Pago,3168843,Cuenta corriente,Bucaramanga,2024-02-28 15:49:42,1985-07-04,Avenida 62 #8-15,3130340842,correo@,No,,
CE,680541500,6266199761,Cliente936 Pérez,Transferencia,1764272,Préstamo personal,Pereira,1709080444,1975-07-05,Diagonal 127 #31-12,3815465694,cliente936.28@mail.com,No,,
TI,686076351,7007652509,Cliente937 Gómez,Retiro,4486666,Tarjeta de crédito,Medellín,2024-02-28 01:56:31,1971-07-05,Carrera 53 #45-1,3228493999,sincorreo,Sí,665335,60 días
PAS,742970001,8667633768,Cliente938 Gómez,Transferencia,1168454,Préstamo personal,Bucaramanga,2024-02-28 07:00:58,1973-02-02,Diagonal 113 #41-3,3825280090,correo@,Sí,501,60 días
CC,107736566,4757910854,Cliente939 Ramírez,Pago,1297064,Tarjeta de crédito,Medellín,1709161460,1971-06-28,Carrera 23 #8-4,3795749213,cliente939.356@gmail.com,No,,
CE,740641766,8063614130,Cliente940 Méndez,Depósito,4295811,Inversión,Bucaramanga,1709154281,1989-04-08,Avenida 150 #47-7,3565900730,sincorreo,Sí,67615,60 días
PAS,450504454,6979563842,Cliente941 Torres,Retiro,1151577,Inversión,Cartagena,1709130885,1971-03-10,Avenida 66 #32-21,3202136233,cliente941.424@yahoo.com,No,,
CC,761254940,5623499405,Cliente942 Méndez,Compra,136542,Tarjeta de crédito,Barranquilla,2024-02-28 13:50:06,1992-01-19,Calle 89 #67-11,3360106027,cliente942.144@outlook.com,No,,
PAS,884483811,7965641413,Cliente943 Ramírez,Retiro,3565074,Cuenta corriente,Cartagena,1709118786,2002-07-05,Diagonal 133 #24-7,3479693451,usuario@dominio,Sí,589791,90 días
CE,118255262,9892083342,Cliente944 Gómez,Compra,804377,Cuenta corriente,Cali,2024-02-28 19:14:16,1994-10-25,Avenida 91 #95-35,3503776896,cliente944.192@gmail.com,No,,
PAS,696873180,8035985345,Cliente945 Méndez,Transferencia,953396,Préstamo personal,Barranquilla,1709123998,1800-01-01,Avenida 17 #91-1,3808695062,cliente945.250@mail.com,No,,
PAS,286803422,2817374363,Cliente946 Méndez,Pago,4137227,Inversión,Barranquilla,2024-02-28 17:46:34,1962-08-03,Diagonal 16 #26-6,3398059677,correo@.,Sí,360585,120 días
CE,875217835,6017595240,Cliente947 Torres,Compra,3195424,Préstamo personal,Bucaramanga,2024-02-28 01:05:08,1972-10-27,Avenida 12 #21-3,3951973809,cliente947.970@yahoo.com,No,,
PAS,421629675,7161154391,Cliente948 Ramírez,Retiro,4515162,Cuenta corriente,Medellín,1709136606,1998-09-02,Carrera 6 #83-34,3414081830,cliente948.582@outlook.com,No,,
TI,272315825,6741416949,Cliente949 Torres,Compra,4595784,Tarjeta de crédito,Barranquilla,2024-02-28 16:21:48,1973-02-07,Carrera 74 #23-33,3368647682,cliente949.365@gmail.com,No,,
TI,917499024,1600028119,Cliente950 Pérez,Depósito,2267920,Tarjeta de crédito,Cartagena,2024-02-28 22:01:49,1964-06-07,Carrera 62 #48-16,3882269997,correo@.,Sí,83909,60 días
CE,196918617,6718729942,Cliente951 Pérez,Transferencia,867466,Préstamo personal,Cartagena,1709112210,1999-04-20,Calle 60 #13-41,3582728688,sincorreo,Sí,555381,90 días
TI,137601229,7906850912,Cliente952 Méndez,Retiro,1801318,Inversión,Cartagena,1709109926,1991-04-17,Diagonal 29 #25-17,3808543666,cliente952.949@outlook.com,No,,
CC,545424113,6586351860,Cliente953 Ramírez,Transferencia,1907177,Cuenta de ahorros,Medellín,2024-02-28 15:11:53,1800-01-01,Carrera 132 #25-45,3115043257,correo@.,Sí,504602,120 días
CE,598361574,3427278640,Cliente954 Méndez,Compra,1960743,Tarjeta de crédito,Barranquilla,2024-02-28 15:34:38,1956-11-13,Avenida 108 #64-47,3506988610,correo@.,No,,
TI,952655559,8655821105,Cliente955 Pérez,Retiro,4415588,Préstamo personal,Cali,2024-02-28 00:27:17,1975-02-28,Carrera 14 #8-46,3442106089,@dominio.com,Sí,344547,60 días
PAS,278129125,6330070000,Cliente956 Ramírez,Depósito,4075792,Tarjeta de crédito,Bucaramanga,1709158365,2003-05-19,Calle 136 #77-37,3237025604,correo@.,Sí,719148,120 días
PAS,689456357,7797860530,Cliente957 Torres,Compra,3581009,Préstamo personal,Cali,1709103720,1969-09-09,Diagonal 150 #56-23,3923293474,cliente957.289@gmail.com,No,,
PAS,329239097,7171418558,Cliente958 Pérez,Retiro,4756033,Cuenta corriente,Barranquilla,1709162649,1977-10-20,Calle 17 #87-36,3957254189,cliente958.932@yahoo.com,Sí,995697,60 días
CC,924020652,4797451399,Cliente959 Ramírez,Pago,3920903,Cuenta corriente,Bogotá,2024-02-28 02:17:18,2001-12-22,Calle 42 #4-47,3475555718,cliente959.228@yahoo.com,No,,
PAS,347579692,5373253845,Cliente960 Méndez,Retiro,690706,Inversión,Cali,2024-02-28 23:38:30,2004-07-10,Carrera 29 #38-26,3308222659,cliente960.146@gmail.com,Sí,81945,90 días
CC,273174283,4327778489,Cliente961 Ramírez,Pago,270572,Inversión,Pereira,2024-02-28 22:14:35,1976-10-16,Carrera 72 #85-47,3567906707,sincorreo,Sí,972761,30 días
CE,159263347,5985520982,Cliente962 Pérez,Depósito,4558648,Inversión,Cali,1709083776,1959-10-04,Carrera 64 #17-39,3130077094,cliente962.350@outlook.com,Sí,999898,90 días
TI,786253071,8206826303,Cliente963 Pérez,Depósito,3299895,Cuenta de ahorros,Bucaramanga,2024-02-28 21:28:02,1999-05-01,Avenida 20 #52-7,3936501823,correo@.,Sí,995098,120 días
TI,155369410,1670905767,Cliente964 Ramírez,Pago,396540,Cuenta de ahorros,Cali,2024-02-28 11:05:03,1966-06-18,Carrera 113 #14-47,3658778029,usuario@dominio,No,,
TI,566335306,7668963241,Cliente965 Ramírez,Retiro,4498128,Cuenta corriente,Barranquilla,1709138837,1982-01-11,Calle 7 #29-13,3269293203,cliente965.842@outlook.com,Sí,454776,30 días
CC,155374815,9158527498,Cliente966 Ramírez,Retiro,4831618,Cuenta corriente,Barranquilla,1709094343,1990-11-10,Carrera 23 #76-4,3834134764,sincorreo,No,,
PAS,693235346,7226754741,Cliente967 Ramírez,Retiro,4182369,Cuenta corriente,Cali,1709145552,1981-12-05,Diagonal 33 #32-24,3164416326,correo@.,No,,
CC,170617841,8219692792,Cliente968 Gómez,Retiro,1846277,Tarjeta de crédito,Bucaramanga,2024-02-28 16:37:13,1961-05-13,Diagonal 125 #51-40,3155834421,sincorreo,Sí,892388,30 días
TI,129798308,9799418799,Cliente969 Torres,Pago,3909034,Inversión,Cartagena,1709140562,1800-01-01,Calle 141 #5-16,3176718402,sincorreo,Sí,619267,30 días
PAS,303069508,8126122306,Cliente970 Ramírez,Pago,22806,Cuenta corriente,Cali,2024-02-28 10:19:45,1966-02-14,Carrera 40 #32-30,3605129796,cliente970.284@mail.com,No,,
PAS,884386351,4299103310,Cliente971 Ramírez,Depósito,2701686,Inversión,Pereira,2024-02-28 05:12:49,1950-03-08,Diagonal 73 #11-14,3727463673,@dominio.com,No,,
CC,370482292,2279568735,Cliente972 Gómez,Transferencia,4655278,Cuenta de ahorros,Cali,1709085952,1970-09-03,Diagonal 3 #69-30,3975519982,cliente972.584@mail.com,No,,
TI,171698386,1206863796,Cliente973 Gómez,Compra,4342063,Inversión,Pereira,1709158487,1996-02-13,Diagonal 61 #34-23,3797508876,cliente973.626@gmail.com,Sí,35372,120 días
TI,332840101,6200261609,Cliente974 Pérez,Transferencia,2560828,Tarjeta de crédito,Bucaramanga,2024-02-28 21:57:19,1987-07-14,Calle 42 #100-21,3691613142,@dominio.com,Sí,787500,90 días
CE,352448730,6669059175,Cliente975 Ramírez,Depósito,1517956,Cuenta corriente,Medellín,2024-02-28 19:41:51,1980-11-18,Diagonal 100 #13-2,3665270954,sincorreo,No,,
CE,109425198,7764430778,Cliente976 Torres,Depósito,3820277,Préstamo personal,Cartagena,1709088339,2005-09-28,Carrera 47 #69-32,3805912539,correo@,Sí,634078,120 días
TI,354928166,1943240310,Cliente977 Ramírez,Depósito,2635646,Inversión,Pereira,1709122792,1996-11-14,Diagonal 95 #11-30,3471131126,usuario@dominio,Sí,865637,120 días
PAS,788433739,5876541093,Cliente978 Gómez,Retiro,3619670,Cuenta corriente,Bucaramanga,1709122627,1999-02-25,Avenida 53 #100-9,3532028676,cliente978.914@yahoo.com,No,,
PAS,799293483,5384976734,Cliente979 Méndez,Pago,2540013,Cuenta de ahorros,Pereira,2024-02-28 22:31:36,1992-06-16,Carrera 128 #63-17,3225533743,cliente979.489@mail.com,No,,
CE,482510569,4097395523,Cliente980 Pérez,Compra,3803260,Inversión,Pereira,2024-02-28 20:17:56,2002-10-13,Avenida 87 #69-16,3117417427,usuario@dominio,Sí,884130,60 días
CE,161245861,8182023724,Cliente981 Méndez,Pago,2315480,Cuenta de ahorros,Cartagena,2024-02-28 10:23:41,1981-03-18,Diagonal 94 #10-40,3759216456,cliente981.634@mail.com,No,,
CE,326631095,3181905980,Cliente982 Torres,Pago,2093519,Préstamo personal,Cali,2024-02-28 23:44:05,1974-06-08,Diagonal 1 #42-35,3502008990,sincorreo,Sí,364237,120 días
PAS,729077102,4356533241,Cliente983 Ramírez,Retiro,1677222,Cuenta corriente,Bogotá,2024-02-28 08:35:09,1976-12-11,Avenida 23 #33-38,3387178867,cliente983.90@yahoo.com,Sí,529107,30 días
TI,824289060,6768226775,Cliente984 Torres,Retiro,2656658,Préstamo personal,Bogotá,2024-02-28 15:27:53,2005-12-28,Carrera 63 #53-5,3772699425,correo@,No,,
TI,757061142,8404894109,Cliente985 Gómez,Pago,3855922,Inversión,Pereira,1709148183,1963-03-08,Avenida 146 #91-48,3837842909,cliente985.916@yahoo.com,Sí,492337,30 días
CE,968256051,5512022639,Cliente986 Torres,Transferencia,3110828,Tarjeta de crédito,Cali,1709112476,1993-06-04,Calle 101 #9-44,3167363536,sincorreo,No,,
TI,871052887,9124151158,Cliente987 Gómez,Depósito,893437,Inversión,Barranquilla,2024-02-28 19:19:46,1969-06-22,Diagonal 125 #75-50,3234819268,usuario@dominio,Sí,604288,90 días
TI,590429806,6561471289,Cliente988 Pérez,Transferencia,1091137,Préstamo personal,Cali,2024-02-28 11:02:10,1963-03-22,Calle 26 #87-35,3511557133,usuario@dominio,Sí,131655,120 días
CE,402839026,3433952480,Cliente989 Torres,Transferencia,4969307,Inversión,Pereira,2024-02-28 09:33:14,1800-01-01,Diagonal 19 #88-33,3813785393,cliente989.625@gmail.com,Sí,84597,90 días
CE,417849939,4576535928,Cliente990 Méndez,Compra,3251098,Cuenta de ahorros,Cartagena,1709133637,1950-02-06,Avenida 54 #79-28,3185861679,cliente990.965@gmail.com,Sí,148100,30 días
PAS,321092721,3316430643,Cliente991 Torres,Retiro,1870979,Cuenta corriente,Medellín,2024-02-28 00:40:36,1800-01-01,Diagonal 18 #77-40,3540688672,correo@.,Sí,288000,120 días
PAS,867567632,4916853381,Cliente992 Gómez,Depósito,511868,Tarjeta de crédito,Barranquilla,1709123212,1988-10-14,Diagonal 69 #9-5,3968100755,cliente992.586@yahoo.com,Sí,649662,90 días
CC,133259191,6345414009,Cliente993 Pérez,Compra,3989869,Préstamo personal,Medellín,1709119875,1960-12-08,Avenida 26 #44-28,3851763747,cliente993.586@mail.com,No,,
PAS,787594815,3093038468,Cliente994 Ramírez,Depósito,2757443,Préstamo personal,Bucaramanga,1709090599,1964-11-28,Carrera 74 #62-17,3260061728,cliente994.905@gmail.com,No,,
CC,587253495,6399877200,Cliente995 Gómez,Depósito,3152070,Inversión,Cali,2024-02-28 14:10:57,1994-08-11,Diagonal 67 #2-1,3580536981,cliente995.17@mail.com,Sí,968117,120 días
PAS,533920206,7636929722,Cliente996 Pérez,Transferencia,176856,Inversión,Medellín,2024-02-28 07:06:57,1976-12-20,Diagonal 29 #2-39,3385320284,cliente996.261@gmail.com,Sí,47944,30 días
PAS,807553955,9430194985,Cliente997 Gómez,Compra,836377,Inversión,Bucaramanga,1709132226,1987-11-13,Carrera 78 #13-29,3799426246,sincorreo,No,,
PAS,439148481,9315199398,Cliente998 Gómez,Retiro,2404288,Inversión,Bogotá,1709162410,1800-01-01,Calle 93 #33-22,3810716935,cliente998.670@yahoo.com,No,,
PAS,433991426,4073234494,Cliente999 Méndez,Compra,2863999,Cuenta corriente,Pereira,1709124221,1800-01-01,Avenida 71 #64-39,3770518067,cliente999.56@yahoo.com,No,,
